BioSample	BioSampleModel	DATASTORE_provider	DATASTORE_region	Experiment	Library_Name	MBases	MBytes	Run	SRA_Sample	Sample_Name	collection_date	description	disease_stat	env_biome	env_feature	env_material	genotype	geo_loc_name	host	host_age	host_color	host_diet	host_sex	host_subject_id	host_taxid	host_tot_mass	lat_lon	lib_const_meth	nucl_acid_amp	nucl_acid_ext	perturbation	samp_mat_process	samp_size	samp_store_temp	sample_title	seq_methods	Assay_Type	AvgSpotLen	BioProject	Center_Name	Consent	DATASTORE_filetype	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	Organism	Platform	ReleaseDate	SRA_Study	organism	target_gene	target_subfragment
SAMN11391850	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673717	M4D6_S98_L001_R1_001.fastq.gz.M4D6	1	1	SRR8888063	SRS4615949	M4D6	2009-11-05	"Male 4, Day 6"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	27	black	Irradiated Lab Diet 5053	male	M4	10090	12.7	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M4D6	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11392124	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673718	F3D19_S202_L001_R1_001.fastq.gz.F3D19	1	0	SRR8888062	SRS4615766	F3D19	2009-11-18	"Female 3, Day 19"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	40	black	Irradiated Lab Diet 5053	female	F3	10090	16	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F3D19	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391897	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673720	M3D148_S87_L001_R1_001.fastq.gz.M3D148	0	0	SRR8888060	SRS4616031	M3D148	2010-03-27	"Male 3, Day 148"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	169	black	Irradiated Lab Diet 5053	male	M3	10090	26.5	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M3D148	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11392088	MIMARKS.survey.host-associated.4.0	sra-sos	sra-sos.public	SRX5673721	F4D5_S223_L001_R1_001.fastq.gz.F4D5	5	3	SRR8888059	SRS4615935	F4D5	2009-11-04	"Female 4, Day 5"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	26	black	Irradiated Lab Diet 5053	female	F4	10090	11.6	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F4D5	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391823	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673724	M5D3_S127_L001_R1_001.fastq.gz.M5D3	6	4	SRR8888056	SRS4615864	M5D3	2009-11-02	"Male 5, Day 3"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	24	black	Irradiated Lab Diet 5053	male	M5	10090	9.4	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M5D3	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391919	MIMARKS.survey.host-associated.4.0	sra-sos	sra-sos.public	SRX5673725	M2D25_S46_L001_R1_001.fastq.gz.M2D25	5	3	SRR8888055	SRS4615910	M2D25	2009-11-24	"Male 2, Day 25"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	46	black	Irradiated Lab Diet 5053	male	M2	10090	19.6	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M2D25	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11392137	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673727	F3D13_S199_L001_R1_001.fastq.gz.F3D13	8	5	SRR8888053	SRS4616118	F3D13	2009-11-12	"Female 3, Day 13"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	34	black	Irradiated Lab Diet 5053	female	F3	10090	15.1	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F3D13	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11392076	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673728	F5D142_S269_L001_R1_001.fastq.gz.F5D142	2	1	SRR8888052	SRS4616000	F5D142	2010-03-21	"Female 5, Day 142"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	163	black	Irradiated Lab Diet 5053	female	F5	10090	18.7	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F5D142	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11392089	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673732	F4D4_S222_L001_R1_001.fastq.gz.F4D4	7	4	SRR8888048	SRS4615802	F4D4	2009-11-03	"Female 4, Day 4"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	25	black	Irradiated Lab Diet 5053	female	F4	10090	11.6	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F4D4	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391924	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673733	M2D150_S58_L001_R1_001.fastq.gz.M2D150	4	2	SRR8888047	SRS4615779	M2D150	2010-03-29	"Male 2, Day 150"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	171	black	Irradiated Lab Diet 5053	male	M2	10090	25.1	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M2D150	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11392095	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673737	F4D19_S232_L001_R1_001.fastq.gz.F4D19	3	1	SRR8888043	SRS4616085	F4D19	2009-11-18	"Female 4, Day 19"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	40	black	Irradiated Lab Diet 5053	female	F4	10090	18.1	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F4D19	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391989	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673741	F8D141_S356_L001_R1_001.fastq.gz.F8D141	1	1	SRR8888039	SRS4615848	F8D141	2010-03-20	"Female 8, Day 141"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	162	black	Irradiated Lab Diet 5053	female	F8	10090	21.1	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F8D141	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391796	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673744	M6D175_S186_L001_R1_001.fastq.gz.M6D175	7	4	SRR8888036	SRS4616019	M6D175	2010-04-23	"Male 6, Day 175"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	196	black	Irradiated Lab Diet 5053	male	M6	10090	24.6	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M6D175	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11392002	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673745	F7D2_S318_L001_R1_001.fastq.gz.F7D2	6	3	SRR8888035	SRS4615765	F7D2	2009-11-01	"Female 7, Day 2"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	23	black	Irradiated Lab Diet 5053	female	F7	10090	8.2	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F7D2	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391801	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673747	M6D148_S183_L001_R1_001.fastq.gz.M6D148	2	1	SRR8888033	SRS4615999	M6D148	2010-03-27	"Male 6, Day 148"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	169	black	Irradiated Lab Diet 5053	male	M6	10090	24.1	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M6D148	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391863	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673748	M4D15_S104_L001_R1_001.fastq.gz.M4D15	3	1	SRR8888032	SRS4615946	M4D15	2009-11-14	"Male 4, Day 15"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	36	black	Irradiated Lab Diet 5053	male	M4	10090	16.4	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M4D15	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391886	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673750	M3D364_S91_L001_R1_001.fastq.gz.M3D364	1	1	SRR8888030	SRS4616079	M3D364	2010-10-29	"Male 3, Day 364"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	385	black	Irradiated Lab Diet 5053	male	M3	10090	30	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M3D364	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11392116	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673751	F3D65_S205_L001_R1_001.fastq.gz.F3D65	1	1	SRR8888029	SRS4615806	F3D65	2010-01-03	"Female 3, Day 65"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	86	black	Irradiated Lab Diet 5053	female	F3	10090	18.5	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F3D65	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391979	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673752	F8D2_S344_L001_R1_001.fastq.gz.F8D2	2	1	SRR8888028	SRS4615863	F8D2	2009-11-01	"Female 8, Day 2"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	23	black	Irradiated Lab Diet 5053	female	F8	10090	8.6	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F8D2	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391987	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673754	F8D143_S358_L001_R1_001.fastq.gz.F8D143	2	1	SRR8888026	SRS4616103	F8D143	2010-03-22	"Female 8, Day 143"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	164	black	Irradiated Lab Diet 5053	female	F8	10090	21.2	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F8D143	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391832	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673757	M5D149_S152_L001_R1_001.fastq.gz.M5D149	3	2	SRR8888023	SRS4615819	M5D149	2010-03-28	"Male 5, Day 149"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	170	black	Irradiated Lab Diet 5053	male	M5	10090	25.1	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M5D149	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391968	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673760	M1D0_S1_L001_R1_001.fastq.gz.M1D0	7	4	SRR8888020	SRS4615995	M1D0	2009-10-30	"Male 1, Day 0"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	21	black	Irradiated Lab Diet 5053	male	M1	10090	9	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M1D0	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391903	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673761	M3D142_S81_L001_R1_001.fastq.gz.M3D142	7	4	SRR8888019	SRS4616049	M3D142	2010-03-21	"Male 3, Day 142"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	163	black	Irradiated Lab Diet 5053	male	M3	10090	26	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M3D142	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391909	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673763	M3D0_S60_L001_R1_001.fastq.gz.M3D0	6	4	SRR8888017	SRS4615787	M3D0	2009-10-30	"Male 3, Day 0"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	21	black	Irradiated Lab Diet 5053	male	M3	10090	7.6	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M3D0	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391883	MIMARKS.survey.host-associated.4.0	sra-sos	sra-sos.public	SRX5673764	M3D5_S65_L001_R1_001.fastq.gz.M3D5	0	0	SRR8888016	SRS4615960	M3D5	2009-11-04	"Male 3, Day 5"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	26	black	Irradiated Lab Diet 5053	male	M3	10090	11.5	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M3D5	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11392037	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673768	F6D149_S312_L001_R1_001.fastq.gz.F6D149	4	3	SRR8888013	SRS4615922	F6D149	2010-03-28	"Female 6, Day 149"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	170	black	Irradiated Lab Diet 5053	female	F6	10090	19.5	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F6D149	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11392122	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673769	F3D21_S203_L001_R1_001.fastq.gz.F3D21	7	4	SRR8888012	SRS4615818	F3D21	2009-11-20	"Female 3, Day 21"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	42	black	Irradiated Lab Diet 5053	female	F3	10090	15.6	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F3D21	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11392024	MIMARKS.survey.host-associated.4.0	sra-sos	sra-sos.public	SRX5673776	F6D5_S289_L001_R1_001.fastq.gz.F6D5	3	2	SRR8888005	SRS4615998	F6D5	2009-11-04	"Female 6, Day 5"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	26	black	Irradiated Lab Diet 5053	female	F6	10090	9.4	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F6D5	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391946	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673777	M1D4_S5_L001_R1_001.fastq.gz.M1D4	13	8	SRR8888004	SRS4616121	M1D4	2009-11-03	"Male 1, Day 4"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	25	black	Irradiated Lab Diet 5053	male	M1	10090	12.2	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M1D4	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391990	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673779	F8D125_S355_L001_R1_001.fastq.gz.F8D125	4	2	SRR8888002	SRS4615951	F8D125	2010-03-04	"Female 8, Day 125"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	146	black	Irradiated Lab Diet 5053	female	F8	10090	20.1	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F8D125	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391826	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673782	M5D2_S126_L001_R1_001.fastq.gz.M5D2	9	5	SRR8887999	SRS4615821	M5D2	2009-11-01	"Male 5, Day 2"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	23	black	Irradiated Lab Diet 5053	male	M5	10090	8.5	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M5D2	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11392127	MIMARKS.survey.host-associated.4.0	sra-sos	sra-sos.public	SRX5673785	F3D15_S200_L001_R1_001.fastq.gz.F3D15	5	3	SRR8887996	SRS4615932	F3D15	2009-11-14	"Female 3, Day 15"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	36	black	Irradiated Lab Diet 5053	female	F3	10090	15.1	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	F3D15	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391962	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673787	M1D142_S21_L001_R1_001.fastq.gz.M1D142	4	2	SRR8887994	SRS4615933	M1D142	2010-03-21	"Male 1, Day 142"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	163	black	Irradiated Lab Diet 5053	male	M1	10090	28	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M1D142	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
SAMN11391818	MIMARKS.survey.host-associated.4.0	ncbi		SRX5673788	M5D6_S130_L001_R1_001.fastq.gz.M5D6	3	2	SRR8887993	SRS4615871	M5D6	2009-11-05	"Male 5, Day 6"	none	fecal material	fecal material	fecal material	C57BL/6 WT	USA:Michigan:Ann Arbor	Mus musculus	27	black	Irradiated Lab Diet 5053	male	M5	10090	11.4	42.282026 N 83.733850 W	amplicon	https://aem.asm.org/content/79/17/5112	Roche MagnaPure	none	suspended in protease inhibitor	single fecal pellet	-80	M5D6	Kozich MISeq 2x250 V4	AMPLICON	501	PRJNA531928	MOTHUR	public	sra	0	454 GS	PAIRED	PCR	METAGENOMIC	2019-04-12	mouse gut metagenome	LS454	2019-04-12	SRP192323	mouse gut metagenome	16S rRNA	V4
